Image 1,Image 2,Cosine Similarity
WIN_20240207_14_07_44_Pro.jpg,00001.tiff,0.699454692853752
WIN_20240207_14_07_38_Pro.jpg,WIN_20240207_14_07_28_Pro.jpg,0.6801969307218783
WIN_20240207_14_07_38_Pro.jpg,00500.tiff,0.743885096253978
WIN_20240207_14_07_38_Pro.jpg,00005.tiff,0.731070415131623
WIN_20240207_14_07_38_Pro.jpg,WIN_20240207_14_07_34_Pro.jpg,0.7073614791403932
WIN_20240207_14_07_38_Pro.jpg,00001.tiff,0.7625012223484153
WIN_20240207_14_07_28_Pro.jpg,00500.tiff,0.6659240225508731
WIN_20240207_14_07_28_Pro.jpg,00005.tiff,0.7594287872655799
WIN_20240207_14_07_28_Pro.jpg,WIN_20240207_14_07_34_Pro.jpg,0.9272733429118879
WIN_20240207_14_07_28_Pro.jpg,00001.tiff,0.7553193911015234
00500.tiff,00005.tiff,0.6844420065621455
00500.tiff,WIN_20240207_14_07_34_Pro.jpg,0.6798027734333647
00500.tiff,00001.tiff,0.6819524260767371
00005.tiff,WIN_20240207_14_07_34_Pro.jpg,0.75274586913615
00005.tiff,00001.tiff,0.9321676895636231
WIN_20240207_14_07_34_Pro.jpg,00001.tiff,0.7749829146021021
